device=gpu kind=NVIDIA A100-SXM4-40GB
loading datasets...
train=(4096, 64, 64, 3), val=(512, 64, 64, 3)
=== RGB E2E CNN Experiment ===
train_npz=/lustre06/project/6102186/liamfitz/fouriax/experiments/data/cartoon_faces_nx64_shards
valid_npz=/lustre06/project/6102186/liamfitz/fouriax/experiments/data/cartoon_faces_nx64_shards
grids: sensor=64x64 @ 0.60 um, meta/field=64x64 @ 0.60 um
wavelengths_um=[1.3       1.1304348 1.       ]
epochs=50, batch_size=64, optical_lr=5.00e-03, decoder_lr=1.00e-03
optimizing...
epoch=001/050 batches=64 elapsed=0.02s
  batch=001/064 train_loss=0.090501 batch_time=62.85s elapsed=62.89s
  batch=002/064 train_loss=48.743973 batch_time=0.17s elapsed=63.07s
  batch=003/064 train_loss=0.059064 batch_time=0.14s elapsed=63.22s
  batch=004/064 train_loss=0.082776 batch_time=0.14s elapsed=63.37s
  batch=005/064 train_loss=0.070118 batch_time=0.14s elapsed=63.51s
  batch=006/064 train_loss=0.061481 batch_time=0.14s elapsed=63.66s
  batch=007/064 train_loss=0.124814 batch_time=0.15s elapsed=63.80s
  batch=008/064 train_loss=0.062456 batch_time=0.14s elapsed=63.95s
  batch=009/064 train_loss=0.061843 batch_time=0.15s elapsed=64.10s
  batch=010/064 train_loss=0.065367 batch_time=0.16s elapsed=64.26s
  batch=011/064 train_loss=0.063712 batch_time=0.15s elapsed=64.41s
  batch=012/064 train_loss=0.064637 batch_time=0.15s elapsed=64.56s
  batch=013/064 train_loss=0.066708 batch_time=0.15s elapsed=64.71s
  batch=014/064 train_loss=0.060736 batch_time=0.15s elapsed=64.86s
  batch=015/064 train_loss=0.061447 batch_time=0.15s elapsed=65.01s
  batch=016/064 train_loss=0.062376 batch_time=0.15s elapsed=65.16s
  batch=017/064 train_loss=0.062585 batch_time=0.15s elapsed=65.31s
  batch=018/064 train_loss=0.056273 batch_time=0.15s elapsed=65.46s
  batch=019/064 train_loss=0.063315 batch_time=0.15s elapsed=65.61s
  batch=020/064 train_loss=0.056465 batch_time=0.15s elapsed=65.77s
  batch=021/064 train_loss=0.056104 batch_time=0.15s elapsed=65.91s
  batch=022/064 train_loss=0.060564 batch_time=0.15s elapsed=66.07s
  batch=023/064 train_loss=0.061346 batch_time=0.15s elapsed=66.22s
  batch=024/064 train_loss=0.067314 batch_time=0.15s elapsed=66.38s
  batch=025/064 train_loss=0.061955 batch_time=0.15s elapsed=66.53s
  batch=026/064 train_loss=0.061966 batch_time=0.15s elapsed=66.69s
  batch=027/064 train_loss=0.060042 batch_time=0.15s elapsed=66.84s
  batch=028/064 train_loss=0.053718 batch_time=0.15s elapsed=66.99s
